Rk,Squad,Comp,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Season,Rk_against,Comp_against,# Pl_against,Age_against,Poss_against,MP_against,Starts_against,Min_against,90s_against,Gls_against,Ast_against,G+A_against,G-PK_against,PK_against,PKatt_against,CrdY_against,CrdR_against,xG_against,npxG_against,xAG_against,npxG+xAG_against,PrgC_against,PrgP_against,Gls.1_against,Ast.1_against,G+A.1_against,G-PK.1_against,G+A-PK_against,xG.1_against,xAG.1_against,xG+xAG_against,npxG.1_against,npxG+xAG.1_against,Season_against,Squad_Season,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Sh_against,SoT_against,SoT%_against,Sh/90_against,SoT/90_against,G/Sh_against,G/SoT_against,Dist_against,FK_against,npxG/Sh_against,G-xG_against,np:G-xG_against,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,Cmp_against,Att_against,Cmp%_against,TotDist_against,PrgDist_against,Cmp.1_against,Att.1_against,Cmp%.1_against,Cmp.2_against,Att.2_against,Cmp%.2_against,Cmp.3_against,Att.3_against,Cmp%.3_against,xA_against,A-xAG_against,KP_against,1/3_against,PPA_against,CrsPA_against,Live,Dead,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,Live_against,Dead_against,TB_against,Sw_against,Crs_against,TI_against,CK_against,In_against,Out_against,Str_against,Off_against,Blocks_against,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,SCA_against,SCA90_against,PassLive_against,PassDead_against,TO_against,Fld_against,Def_against,GCA_against,GCA90_against,PassLive.1_against,PassDead.1_against,TO.1_against,Sh.1_against,Fld.1_against,Def.1_against,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Pass,Int,Tkl+Int,Clr,Err,Tkl_against,TklW_against,Def 3rd_against,Mid 3rd_against,Att 3rd_against,Tkl.1_against,Tkl%_against,Lost_against,Pass_against,Int_against,Tkl+Int_against,Clr_against,Err_against,Touches,Def Pen,Att Pen,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,PrgR,Touches_against,Def Pen_against,Att Pen_against,Succ_against,Succ%_against,Tkld_against,Tkld%_against,Carries_against,CPA_against,Mis_against,Dis_against,Rec_against,PrgR_against,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,Mn/MP_against,Min%_against,Mn/Start_against,Compl_against,Subs_against,Mn/Sub_against,unSub_against,PPM_against,onG_against,onGA_against,+/-_against,+/-90_against,onxG_against,onxGA_against,xG+/-_against,xG+/-90_against,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%,2CrdY_against,Fls_against,PKwon_against,PKcon_against,OG_against,Recov_against,Won_against,Won%_against
71,Osasuna,es La Liga,18,29.0,55.0,2,22,180,2.0,2,0,2,2,0,0,2,1,2.3,2.3,1.7,4.0,37,92,1.0,0.0,1.0,1.0,1.0,1.13,0.85,1.98,1.13,1.98,2024,71,es La Liga,18,26.5,45.0,2,22,180,2.0,2,2,4,2,0,0,6,1,2.5,2.5,2.3,4.9,34,68,1.0,1.0,2.0,1.0,2.0,1.26,1.17,2.43,1.26,2.43,2024,Osasuna_2024,29,12,41.4,14.5,6.0,0.07,0.17,17.0,3,0.08,-0.3,-0.3,19,2,10.5,9.5,1.0,0.11,1.0,15.7,1,0.14,-0.5,-0.5,818,1076,76.0,16732,6437,314,361,87.0,367,424,86.6,128,243,52.7,2.0,-1.7,19,94,15,8,663,892,74.3,11437,4625,311,352,88.4,272,332,81.9,59,146,40.4,2.5,-0.3,17,47,15,3,967,106,1,14,54,47,7,4,3,0,3,23,782,104,2,8,35,43,10,3,3,0,6,21,53,26.5,37,4,2,5,1,2,1.0,0,0,0,2,0,0,37,18.5,33,1,2,1,0,4,2.0,3,0,1,0,0,0,31,21,17,12,2,10,35.7,18,14,29,60,30,0,30,16,18,11,1,15,57.7,11,17,22,52,52,0,1285,113,41,11,37.9,15,51.7,701,6,31,15,809,92,1117,132,35,18,60.0,10,33.3,624,8,28,21,660,68,90,100,84,13,9,15,15,1.5,2,2,0,0.0,2.3,2.5,-0.3,-0.13,90,100,84,13,9,15,14,1.5,2,2,0,0.0,2.5,2.3,0.3,0.13,0,24,0,0,0,115,35,50.7,1,25,0,0,0,108,34,49.3
72,Paris S-G,fr Ligue 1,17,24.8,77.0,2,22,180,2.0,1,0,1,0,1,1,3,0,3.3,2.5,2.1,4.6,51,123,0.5,0.0,0.5,0.0,0.0,1.66,1.06,2.72,1.27,2.32,2024,72,fr Ligue 1,17,25.3,23.0,2,22,180,2.0,1,0,1,0,1,1,0,0,1.3,0.6,0.4,0.9,19,34,0.5,0.0,0.5,0.0,0.0,0.67,0.18,0.86,0.28,0.46,2024,Paris S-G_2024,35,6,17.1,17.5,3.0,0.0,0.0,17.6,1,0.07,-2.3,-2.5,11,1,9.1,5.5,0.5,0.0,0.0,24.6,0,0.05,-0.3,-0.6,1684,1853,90.9,27180,7189,792,837,94.6,739,788,93.8,95,130,73.1,3.4,-2.1,29,191,30,10,411,555,74.1,7327,3391,199,229,86.9,156,198,78.8,44,98,44.9,0.4,-0.4,7,25,10,1,1780,70,2,7,48,31,14,5,4,0,3,31,484,70,0,2,10,19,7,2,3,0,1,15,66,33.0,51,3,5,2,1,2,1.0,1,0,0,0,1,0,17,8.5,10,1,0,1,3,2,1.0,0,1,0,0,1,0,24,16,6,11,7,12,60.0,8,16,14,38,12,0,27,12,21,5,1,10,33.3,20,25,26,53,49,0,2035,68,71,20,52.6,10,26.3,1756,13,30,17,1672,123,790,168,20,8,36.4,12,54.5,490,3,37,12,405,34,90,100,82,14,8,21,10,1.0,1,1,0,0.0,3.3,1.3,2.0,0.99,90,100,82,14,8,21,10,1.0,1,1,0,0.0,1.3,3.3,-2.0,-0.99,0,19,1,1,0,127,16,45.7,0,14,1,1,0,104,19,54.3
73,Rayo Vallecano,es La Liga,20,30.6,46.0,2,22,180,2.0,4,2,6,2,2,2,4,0,4.2,2.6,2.0,4.6,25,49,2.0,1.0,3.0,1.0,2.0,2.1,1.0,3.1,1.31,2.31,2024,73,es La Liga,20,27.0,54.0,2,22,180,2.0,0,0,0,0,0,0,3,1,2.6,2.6,2.1,4.7,42,68,0.0,0.0,0.0,0.0,0.0,1.29,1.07,2.36,1.29,2.36,2024,Rayo Vallecano_2024,25,11,44.0,12.5,5.5,0.08,0.18,19.0,3,0.11,-0.2,-0.6,33,12,36.4,16.5,6.0,0.0,0.0,18.2,0,0.08,-2.6,-2.6,602,797,75.5,11458,4843,272,313,86.9,218,270,80.7,92,164,56.1,1.6,0.0,18,50,14,5,756,946,79.9,13838,4979,332,366,90.7,324,376,86.2,83,160,51.9,2.1,-2.1,27,48,20,4,690,99,2,12,26,42,9,5,2,0,8,9,829,115,2,11,48,43,13,3,8,0,2,14,47,23.5,33,3,4,4,1,6,3.0,4,1,0,0,1,0,60,30.0,45,3,9,0,1,0,0.0,0,0,0,0,0,0,37,20,24,10,3,26,52.0,24,9,15,52,46,0,35,23,17,15,3,13,46.4,15,8,9,44,32,0,1010,117,33,15,51.7,13,44.8,601,6,27,22,600,49,1173,117,44,24,45.3,26,49.1,723,8,32,11,740,66,90,100,83,12,10,16,13,3.0,4,0,4,2.0,4.2,2.6,1.6,0.81,90,100,83,12,10,16,13,0.0,0,4,-4,-2.0,2.6,4.2,-1.6,-0.81,0,36,1,0,0,95,33,57.9,0,30,0,2,0,103,24,42.1
74,RB Leipzig,de Bundesliga,16,26.2,56.0,1,11,90,1.0,2,2,4,2,0,0,2,0,1.6,1.6,1.2,2.8,21,41,2.0,2.0,4.0,2.0,4.0,1.58,1.23,2.81,1.58,2.81,2024,74,de Bundesliga,16,26.4,44.0,1,11,90,1.0,3,3,6,3,0,0,1,0,1.4,1.4,1.3,2.7,29,26,3.0,3.0,6.0,3.0,6.0,1.41,1.26,2.67,1.41,2.67,2024,RB Leipzig_2024,14,6,42.9,14.0,6.0,0.14,0.33,15.5,0,0.11,0.4,0.4,11,7,63.6,11.0,7.0,0.27,0.43,19.0,0,0.13,1.6,1.6,509,599,85.0,8967,2911,217,241,90.0,252,278,90.6,36,64,56.3,1.5,0.8,11,29,8,2,380,475,80.0,6130,2150,191,214,89.3,144,177,81.4,28,52,53.8,1.5,1.7,8,31,8,3,546,53,1,3,13,23,5,3,2,0,0,12,438,35,1,3,15,12,4,3,0,0,2,8,22,22.0,17,3,1,0,0,3,3.0,1,2,0,0,0,0,18,18.0,12,1,4,0,0,6,6.0,4,1,0,1,0,0,16,9,9,7,0,9,45.0,11,7,8,24,12,0,15,11,5,6,4,8,47.1,9,10,8,23,15,0,691,71,18,9,47.4,8,42.1,515,3,13,7,503,41,574,47,14,11,50.0,9,40.9,307,3,9,7,375,26,90,100,80,6,5,22,4,0.0,2,3,-1,-1.0,1.6,1.4,0.2,0.17,90,100,80,6,5,22,5,3.0,3,2,1,1.0,1.4,1.6,-0.2,-0.17,0,10,0,0,0,47,13,52.0,0,13,0,0,0,61,12,48.0
75,Real Madrid,es La Liga,17,26.0,55.5,2,22,180,2.0,5,4,9,5,0,0,1,0,3.0,3.0,2.5,5.5,53,104,2.5,2.0,4.5,2.5,4.5,1.5,1.23,2.73,1.5,2.73,2024,75,es La Liga,17,26.4,44.5,2,22,180,2.0,1,1,2,1,0,0,4,0,1.7,1.7,1.4,3.2,37,75,0.5,0.5,1.0,0.5,1.0,0.87,0.71,1.58,0.87,1.58,2024,Real Madrid_2024,39,17,43.6,19.5,8.5,0.13,0.29,16.6,3,0.08,2.0,2.0,27,9,33.3,13.5,4.5,0.04,0.11,16.9,0,0.07,-0.7,-0.7,1104,1261,87.5,17297,5926,605,643,94.1,387,436,88.8,79,121,65.3,2.4,1.5,31,87,26,5,847,1023,82.8,14928,5378,397,441,90.0,347,399,87.0,89,144,61.8,1.7,-0.4,21,67,16,9,1157,98,6,11,35,34,10,2,7,0,6,13,924,96,1,7,56,33,11,3,5,0,3,14,72,36.0,52,6,3,4,2,9,4.5,6,1,0,2,0,0,44,22.0,28,5,3,2,2,2,1.0,2,0,0,0,0,0,39,24,12,23,4,20,60.6,13,11,20,59,43,1,33,17,19,9,5,21,51.2,20,13,18,51,33,1,1506,162,67,20,46.5,21,48.8,1005,17,28,12,1097,103,1245,152,33,13,36.1,20,55.6,821,7,26,19,843,74,90,100,84,13,9,15,10,3.0,5,1,4,2.0,3.0,1.7,1.2,0.62,90,100,84,13,9,15,14,0.0,1,5,-4,-2.0,1.7,3.0,-1.2,-0.62,0,19,0,0,0,98,17,53.1,0,28,0,0,0,104,15,46.9
76,Real Sociedad,es La Liga,17,25.8,50.5,2,22,180,2.0,2,2,4,2,0,0,4,0,1.8,1.8,1.2,3.0,31,66,1.0,1.0,2.0,1.0,2.0,0.88,0.62,1.5,0.88,1.5,2024,76,es La Liga,17,26.5,49.5,2,22,180,2.0,2,1,3,2,0,0,6,0,1.8,1.8,1.4,3.2,22,41,1.0,0.5,1.5,1.0,1.5,0.9,0.7,1.6,0.9,1.6,2024,Real Sociedad_2024,26,4,15.4,13.0,2.0,0.08,0.5,18.9,2,0.07,0.2,0.2,23,7,30.4,11.5,3.5,0.09,0.29,16.6,1,0.08,0.2,0.2,672,883,76.1,12108,4216,284,330,86.1,305,377,80.9,69,136,50.7,1.1,0.8,19,49,14,4,669,879,76.1,11840,3996,284,327,86.9,310,369,84.0,52,130,40.0,2.3,-0.4,19,44,11,5,778,105,2,8,28,54,13,7,3,0,0,15,759,114,2,5,33,43,8,0,5,0,6,15,43,21.5,27,5,4,2,2,3,1.5,2,0,1,0,0,0,45,22.5,34,3,2,1,1,3,1.5,2,0,0,1,0,0,29,25,9,16,4,10,38.5,16,14,13,42,31,0,28,16,13,13,2,13,43.3,17,14,14,42,41,0,1086,116,30,17,48.6,13,37.1,627,6,38,15,660,66,1087,160,37,16,50.0,10,31.3,571,6,35,19,663,41,90,100,82,12,10,19,14,1.0,2,2,0,0.0,1.8,1.8,0.0,-0.02,90,100,82,12,10,19,12,1.0,2,2,0,0.0,1.8,1.8,0.0,0.02,0,34,0,0,0,100,39,54.9,0,21,0,0,0,104,32,45.1
77,Reims,fr Ligue 1,20,25.9,52.0,2,22,180,2.0,3,3,6,3,0,0,3,0,3.1,3.1,2.2,5.3,38,76,1.5,1.5,3.0,1.5,3.0,1.56,1.09,2.65,1.56,2.65,2024,77,fr Ligue 1,20,27.5,48.0,2,22,180,2.0,2,2,4,2,0,0,1,0,1.5,1.5,1.2,2.6,42,69,1.0,1.0,2.0,1.0,2.0,0.73,0.59,1.32,0.73,1.32,2024,Reims_2024,19,8,42.1,9.5,4.0,0.16,0.38,15.9,0,0.18,-0.1,-0.1,25,8,32.0,12.5,4.0,0.08,0.25,16.5,1,0.06,0.5,0.5,733,944,77.6,14299,4835,261,325,80.3,356,400,89.0,100,172,58.1,3.0,0.8,12,54,15,5,668,878,76.1,12029,4717,295,334,88.3,279,328,85.1,72,152,47.4,1.4,0.8,19,62,14,5,840,95,5,10,36,42,13,4,8,0,9,16,765,108,4,4,46,37,20,5,11,0,5,25,31,15.5,26,1,2,0,0,6,3.0,6,0,0,0,0,0,45,22.5,31,4,5,2,0,4,2.0,3,0,1,0,0,0,32,23,15,14,3,17,41.5,24,18,20,52,45,1,41,26,19,17,5,25,61.0,16,14,28,69,39,0,1183,124,42,16,38.1,25,59.5,746,5,37,16,726,74,1119,118,46,24,53.3,17,37.8,664,9,40,15,664,69,90,100,80,12,10,22,8,1.5,3,2,1,0.5,3.1,1.5,1.7,0.83,90,100,80,12,10,22,8,1.5,2,3,-1,-0.5,1.5,3.1,-1.7,-0.83,0,25,0,0,0,122,24,48.0,0,13,0,0,0,110,26,52.0
78,Rennes,fr Ligue 1,19,25.2,60.0,2,22,180,2.0,6,1,7,5,1,1,1,0,5.5,4.7,2.3,6.9,44,91,3.0,0.5,3.5,2.5,3.0,2.73,1.13,3.85,2.33,3.46,2024,78,fr Ligue 1,19,27.1,40.0,2,22,180,2.0,2,1,3,2,0,0,4,0,1.4,1.4,1.1,2.5,25,76,1.0,0.5,1.5,1.0,1.5,0.71,0.54,1.25,0.71,1.25,2024,Rennes_2024,38,18,47.4,19.0,9.0,0.13,0.28,16.3,1,0.13,0.5,0.3,24,7,29.2,12.0,3.5,0.08,0.29,16.9,2,0.06,0.6,0.6,1115,1272,87.7,19578,5950,469,521,90.0,516,555,93.0,97,141,68.8,2.5,-1.3,27,82,16,3,692,860,80.5,12933,4470,291,334,87.1,287,330,87.0,86,149,57.7,1.3,-0.1,18,77,14,8,1185,85,0,3,18,36,5,1,4,0,2,16,768,87,0,12,50,35,15,5,10,0,5,18,70,35.0,52,1,5,2,3,8,4.0,3,0,0,4,1,0,44,22.0,30,6,1,3,0,3,1.5,2,0,0,1,0,0,32,19,15,9,8,20,66.7,10,14,16,48,38,0,32,15,13,11,8,10,29.4,24,17,14,46,22,0,1501,137,68,24,66.7,10,27.8,1197,17,35,22,1108,89,1082,99,39,10,31.3,20,62.5,764,7,30,12,683,75,90,100,83,12,10,15,8,2.0,6,2,4,2.0,5.5,1.4,4.0,2.02,90,100,83,12,10,15,8,0.5,2,6,-4,-2.0,1.4,5.5,-4.0,-2.02,0,17,1,0,0,102,20,47.6,0,25,0,1,0,107,22,52.4
79,Roma,it Serie A,16,28.8,60.0,1,11,90,1.0,2,2,4,2,0,0,0,0,1.9,1.9,1.3,3.2,19,32,2.0,2.0,4.0,2.0,4.0,1.9,1.31,3.21,1.9,3.21,2024,79,it Serie A,16,29.0,40.0,1,11,90,1.0,2,2,4,2,0,0,4,0,0.1,0.1,0.1,0.3,9,18,2.0,2.0,4.0,2.0,4.0,0.14,0.14,0.28,0.14,0.28,2024,Roma_2024,13,3,23.1,13.0,3.0,0.15,0.67,15.3,1,0.15,0.1,0.1,3,2,66.7,3.0,2.0,0.67,1.0,22.1,0,0.05,1.9,1.9,423,535,79.1,7745,2429,178,198,89.9,197,237,83.1,45,81,55.6,0.9,0.7,11,34,10,4,259,357,72.5,4199,1556,123,144,85.4,105,130,80.8,17,56,30.4,0.1,1.9,3,16,2,0,482,52,1,4,30,28,9,8,1,0,1,6,309,47,0,1,3,17,1,0,0,0,1,8,23,23.0,15,5,1,1,0,3,3.0,1,1,1,0,0,0,6,6.0,6,0,0,0,0,4,4.0,4,0,0,0,0,0,15,13,5,9,1,7,70.0,3,7,9,24,6,0,9,6,7,1,1,7,46.7,8,3,10,19,21,0,622,36,26,8,47.1,7,41.2,408,3,16,2,421,32,446,67,8,3,30.0,7,70.0,282,3,12,8,256,18,90,100,80,6,5,21,7,1.0,2,2,0,0.0,1.9,0.1,1.8,1.76,90,100,80,6,5,21,6,1.0,2,2,0,0.0,0.1,1.9,-1.8,-1.76,0,12,0,0,0,60,22,64.7,0,9,0,0,0,39,12,35.3
80,Salernitana,it Serie A,15,29.0,40.0,1,11,90,1.0,2,2,4,2,0,0,4,0,0.1,0.1,0.1,0.3,9,18,2.0,2.0,4.0,2.0,4.0,0.14,0.14,0.28,0.14,0.28,2024,80,it Serie A,15,28.8,60.0,1,11,90,1.0,2,2,4,2,0,0,0,0,1.9,1.9,1.3,3.2,19,32,2.0,2.0,4.0,2.0,4.0,1.9,1.31,3.21,1.9,3.21,2024,Salernitana_2024,3,2,66.7,3.0,2.0,0.67,1.0,22.1,0,0.05,1.9,1.9,13,3,23.1,13.0,3.0,0.15,0.67,15.3,1,0.15,0.1,0.1,259,357,72.5,4199,1556,123,144,85.4,105,130,80.8,17,56,30.4,0.1,1.9,3,16,2,0,423,535,79.1,7745,2429,178,198,89.9,197,237,83.1,45,81,55.6,0.9,0.7,11,34,10,4,309,47,0,1,3,17,1,0,0,0,1,8,482,52,1,4,30,28,9,8,1,0,1,6,6,6.0,6,0,0,0,0,4,4.0,4,0,0,0,0,0,23,23.0,15,5,1,1,0,3,3.0,1,1,1,0,0,0,9,6,7,1,1,7,46.7,8,3,10,19,21,0,15,13,5,9,1,7,70.0,3,7,9,24,6,0,446,67,8,3,30.0,7,70.0,282,3,12,8,256,18,622,36,26,8,47.1,7,41.2,408,3,16,2,421,32,90,100,85,7,4,14,6,1.0,2,2,0,0.0,0.1,1.9,-1.8,-1.76,90,100,85,7,4,14,7,1.0,2,2,0,0.0,1.9,0.1,1.8,1.76,0,9,0,0,0,39,12,35.3,0,12,0,0,0,60,22,64.7
81,Sassuolo,it Serie A,16,26.4,49.0,1,11,90,1.0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.9,18,31,0.0,0.0,0.0,0.0,0.0,0.44,0.42,0.86,0.44,0.86,2024,81,it Serie A,16,27.0,51.0,1,11,90,1.0,2,2,4,2,0,0,0,0,1.3,1.3,0.9,2.2,24,52,2.0,2.0,4.0,2.0,4.0,1.32,0.93,2.24,1.32,2.24,2024,Sassuolo_2024,11,3,27.3,11.0,3.0,0.0,0.0,23.0,0,0.04,-0.4,-0.4,16,4,25.0,16.0,4.0,0.13,0.5,17.1,0,0.08,0.7,0.7,445,522,85.2,7478,2841,204,213,95.8,178,203,87.7,42,69,60.9,0.5,-0.4,10,34,5,1,446,536,83.2,8028,2504,190,209,90.9,198,220,90.0,49,82,59.8,1.0,1.1,9,34,11,2,469,53,1,3,14,12,7,5,1,0,0,12,498,36,1,7,29,17,7,1,5,0,2,11,21,21.0,17,2,1,0,0,0,0.0,0,0,0,0,0,0,28,28.0,24,2,2,0,0,4,4.0,3,1,0,0,0,0,10,6,5,5,0,2,13.3,13,8,12,22,20,0,13,7,8,3,2,8,36.4,14,9,9,22,12,0,621,98,14,14,63.6,8,36.4,389,5,12,5,436,31,623,52,28,13,86.7,2,13.3,344,7,10,8,438,50,90,100,80,6,5,21,6,0.0,0,2,-2,-2.0,0.4,1.3,-0.9,-0.88,90,100,80,6,5,21,6,3.0,2,0,2,2.0,1.3,0.4,0.9,0.88,0,9,0,0,0,40,9,52.9,0,13,0,0,0,49,8,47.1
82,Sevilla,es La Liga,21,30.5,60.5,2,22,180,2.0,3,2,5,3,0,0,5,1,1.4,1.4,1.0,2.3,32,71,1.5,1.0,2.5,1.5,2.5,0.68,0.48,1.16,0.68,1.16,2024,82,es La Liga,21,26.3,39.5,2,22,180,2.0,6,6,12,6,0,0,3,0,3.0,3.0,2.7,5.6,22,57,3.0,3.0,6.0,3.0,6.0,1.49,1.33,2.81,1.49,2.81,2024,Sevilla_2024,21,5,23.8,10.5,2.5,0.14,0.6,22.3,2,0.06,1.6,1.6,24,10,41.7,12.0,5.0,0.25,0.6,16.1,2,0.12,3.0,3.0,839,1092,76.8,15514,5210,366,423,86.5,349,427,81.7,103,182,56.6,1.5,1.0,15,61,13,6,469,698,67.2,8443,3815,226,282,80.1,175,242,72.3,54,129,41.9,1.8,3.3,20,38,16,8,957,131,1,14,62,65,12,3,6,0,4,22,589,109,4,7,31,50,5,1,0,0,0,14,39,19.5,26,4,5,2,1,6,3.0,3,0,3,0,0,0,45,22.5,38,0,3,3,0,12,6.0,11,0,1,0,0,0,37,21,13,14,10,14,46.7,16,13,17,54,22,0,41,22,21,18,2,19,48.7,20,15,12,53,63,1,1304,87,33,20,44.4,19,42.2,759,6,41,22,835,71,942,108,33,16,47.1,14,41.2,374,8,26,23,465,57,90,100,79,12,9,27,15,0.0,4,6,-2,-1.0,1.4,3.0,-1.6,-0.81,90,100,79,12,9,27,13,3.0,6,4,2,1.0,3.0,1.4,1.6,0.81,0,28,0,0,0,104,35,50.0,0,31,0,0,1,107,35,50.0
83,Sheffield Utd,eng Premier League,17,27.6,41.0,2,22,180,2.0,1,0,1,1,0,0,6,0,1.0,1.0,0.5,1.5,16,44,0.5,0.0,0.5,0.5,0.5,0.5,0.26,0.76,0.5,0.76,2024,83,eng Premier League,17,26.8,59.0,2,22,180,2.0,3,3,6,3,0,0,2,0,3.3,3.3,2.7,5.9,34,82,1.5,1.5,3.0,1.5,3.0,1.63,1.34,2.97,1.63,2.97,2024,Sheffield Utd_2024,15,4,26.7,7.5,2.0,0.07,0.25,19.1,0,0.07,0.0,0.0,40,12,30.0,20.0,6.0,0.08,0.25,17.3,1,0.08,-0.3,-0.3,537,784,68.5,9356,3787,263,324,81.2,192,246,78.0,65,167,38.9,0.8,-0.5,7,43,9,2,874,1111,78.7,16289,6272,356,420,84.8,403,477,84.5,101,161,62.7,2.4,0.3,33,65,16,3,682,98,2,2,34,41,12,4,6,1,4,20,991,115,1,10,38,61,11,3,8,0,5,26,22,11.0,14,4,1,0,2,1,0.5,0,0,0,1,0,0,72,36.0,45,11,3,4,1,6,3.0,6,0,0,0,0,0,44,26,22,12,10,20,50.0,20,22,28,72,52,0,41,20,21,11,9,24,75.0,8,19,18,59,41,1,1054,129,34,8,23.5,24,70.6,473,6,26,17,534,44,1369,116,56,20,45.5,20,45.5,775,7,43,24,866,81,90,100,83,13,9,16,9,0.0,1,3,-2,-1.0,1.0,3.3,-2.3,-1.13,90,100,83,13,9,16,12,3.0,3,1,2,1.0,3.3,1.0,2.3,1.13,0,27,0,0,0,105,33,35.1,0,16,0,0,0,109,61,64.9
84,Strasbourg,fr Ligue 1,17,26.0,40.0,2,22,180,2.0,2,1,3,2,0,0,3,0,1.8,1.8,1.7,3.4,23,62,1.0,0.5,1.5,1.0,1.5,0.89,0.84,1.72,0.89,1.72,2024,84,fr Ligue 1,17,25.5,60.0,2,22,180,2.0,4,3,7,4,0,0,4,0,2.6,2.6,1.9,4.5,38,115,2.0,1.5,3.5,2.0,3.5,1.3,0.97,2.27,1.3,2.27,2024,Strasbourg_2024,12,3,25.0,6.0,1.5,0.17,0.67,18.6,2,0.15,0.2,0.2,32,11,34.4,16.0,5.5,0.13,0.36,17.5,1,0.08,1.4,1.4,625,816,76.6,11515,4639,246,293,84.0,290,342,84.8,67,136,49.3,1.4,-0.7,8,54,4,1,1037,1232,84.2,19578,6855,384,448,85.7,513,572,89.7,114,163,69.9,2.6,1.1,23,88,22,5,716,95,3,5,24,30,4,1,3,0,5,14,1130,97,4,12,28,45,10,0,6,0,5,16,21,10.5,12,1,4,4,0,4,2.0,2,0,1,0,1,0,50,25.0,34,5,1,3,0,5,2.5,5,0,0,0,0,0,36,22,22,12,2,21,43.8,27,14,26,62,37,1,38,27,10,17,11,17,34.7,32,13,18,56,26,0,1028,150,20,32,61.5,17,32.7,707,6,27,21,622,62,1443,116,53,27,51.9,21,40.4,1112,14,28,15,1019,113,90,100,83,13,9,17,8,1.5,2,4,-2,-1.0,1.8,2.6,-0.8,-0.41,90,100,83,13,9,17,10,1.5,4,2,2,1.0,2.6,1.8,0.8,0.41,0,24,0,0,0,109,18,40.9,0,30,0,0,0,120,26,59.1
85,Stuttgart,de Bundesliga,16,25.2,60.0,1,11,90,1.0,5,5,10,5,0,0,1,0,3.0,3.0,2.8,5.8,39,51,5.0,5.0,10.0,5.0,10.0,3.05,2.76,5.81,3.05,5.81,2024,85,de Bundesliga,16,29.4,40.0,1,11,90,1.0,0,0,0,0,0,0,1,0,0.8,0.8,0.6,1.4,8,24,0.0,0.0,0.0,0.0,0.0,0.83,0.56,1.39,0.83,1.39,2024,Stuttgart_2024,21,9,42.9,21.0,9.0,0.24,0.56,16.6,0,0.15,2.0,2.0,4,1,25.0,4.0,1.0,0.0,0.0,11.8,0,0.21,-0.8,-0.8,506,601,84.2,8451,3196,251,277,90.6,188,212,88.7,47,74,63.5,1.9,2.2,17,43,9,2,298,402,74.1,5384,1700,128,145,88.3,135,160,84.4,30,76,39.5,0.3,-0.6,2,15,3,0,553,46,3,6,24,19,7,3,4,0,2,9,359,41,2,0,8,20,0,0,0,0,2,6,37,37.0,27,5,1,1,0,10,10.0,7,1,1,1,0,0,6,6.0,4,0,0,1,0,0,0.0,0,0,0,0,0,0,7,5,2,3,2,3,60.0,2,6,8,15,15,0,24,16,16,8,0,13,56.5,10,7,9,33,24,0,702,49,31,10,34.5,13,44.8,524,8,11,11,504,50,495,76,5,2,33.3,3,50.0,290,1,5,4,294,24,90,100,85,6,5,12,4,3.0,5,0,5,5.0,3.0,0.8,2.2,2.21,90,100,85,6,5,12,4,0.0,0,5,-5,-5.0,0.8,3.0,-2.2,-2.21,0,5,0,0,0,48,21,58.3,0,12,0,0,0,38,15,41.7
