player,position,team,age,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,season,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gameweek
Amari'i Bell,,Luton Town,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,2
Anis Ben Slimane,,Sheffield Utd,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-6.1,0.0,0,0,0.0,0,0.0,0,0,0,0.0,-0.06999999999999984,0.0,0.0,0.0,0.0,-0.25,0,0,0,0,0,0,0,0,0,0,0.0,2
Said Benrahma,,West Ham,,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,7,0.0,0.0,0.0,0.0,0.0,0.0,-0.04000000000000001,-0.03999999999999998,0.0,-0.03999999999999998,,3,0,-30.0,0.8500000000000001,-0.43000000000000005,0.0,0.0,2.5,0,-0.010000000000000002,0.0,0.0,12,16,1.7000000000000028,150,33,6,7,4.400000000000006,3,6,-11.099999999999994,1,1,50.0,0.0,0.0,0,0,1,1,16,0,0,0,0,2,0,0,0,0,0,0,0,0,-1.7200000000000002,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,3,-16.599999999999998,3,0,0,0,0,1,0,0,24,1,5,10,9,0,24,4,2,12.5,2,12.5,19,133,47,2,1,2,1,19,-11,-12.200000000000003,-11.0,0,0,0.0,0,1.0,2,1,1,0.57,-3.52,0.7999999999999998,2.3,-1.4,-0.69,-3.94,0,1,0,1,0,0,0,2,0,0,0.0,2
Sander Berge,,Burnley,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,2
Luke Berry,,Luton Town,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,2
Jordan Beyer,,Burnley,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,2
Philip Billing,,Bournemouth,,1,90,1.0,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,6,3,0.0,0.0,0.0,0.0,0.0,0.16999999999999998,-0.009999999999999998,0.15,0.16999999999999998,0.15,,2,0,0.0,0.0,0.0,0.0,0.0,-1.3000000000000007,1,0.09,-0.4,-0.4,22,32,-7.5,333,121,13,16,-0.7999999999999972,7,7,0.0,1,4,-23.299999999999997,0.0,0.0,0,1,1,0,32,0,0,0,0,0,0,0,0,0,0,0,3,2,0.5,2,0,0,0,0,0,1,0.5,1,0,0,0,0,0,3,2,0,3,0,2,5,33.3,3,3,1,2,1,4,3,0,43,6,8,19,17,2,43,1,1,16.700000000000003,0,-16.700000000000003,19,89,51,1,1,1,1,24,0,0.0,0.0,1,0,0.0,0,-0.5,1,3,-2,-1.0,0.0,1.3,2.9999999999999996,-1.8,-1.02,0.0,0,1,0,0,0,0,0,5,1,1,-8.299999999999997,2
Yves Bissouma,DF,Tottenham,24.0,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,-0.01,0.0,0.010000000000000002,0.0,2023.0,2,0,0.0,-0.5,0.0,0.0,0.0,-7.699999999999996,0,0.01,-0.1,-0.1,45,51,-1.2000000000000028,755,267,18,20,-1.5999999999999943,20,21,2.200000000000003,4,5,21.400000000000006,0.0,0.0,0,4,0,0,50,1,1,0,0,0,0,0,0,0,0,0,1,1,-1.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,5,4,4,1,0,1,3,-50.0,2,2,1,1,1,6,3,0,68,7,25,35,9,2,68,3,1,-16.599999999999994,1,5.5,42,264,156,1,1,2,1,46,0,0.0,0.0,1,0,0.0,0,1.0,2,0,2,1.0,0.0,1.7,2.0999999999999996,-0.4,0.30999999999999994,0.0,0,2,3,0,0,0,0,6,1,0,50.0,2
Willy Boly,,Nott'ham Forest,,1,68,0.8,0,0,0,0,0,0,1,0,0.39999999999999997,0.39999999999999997,0.0,0.4,0,1,1,0.0,0.0,0.0,0.0,0.0,0.13000000000000003,-0.12000000000000002,0.010000000000000009,0.13000000000000003,0.010000000000000009,,2,1,-33.3,0.71,0.1399999999999999,0.0,0.0,0.6000000000000005,0,-0.009999999999999981,-0.39999999999999997,-0.39999999999999997,31,38,4.099999999999994,545,288,17,18,6.700000000000003,12,17,-5.0,2,3,40.0,0.0,0.0,0,0,0,0,30,8,1,0,0,1,7,0,0,0,0,0,0,0,-0.43000000000000005,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,2,0,0,1,2,0.0,1,1,0,1,3,5,4,0,49,5,27,16,6,3,49,0,0,0.0,0,0.0,20,63,24,0,0,0,0,27,-11,-12.200000000000003,-11.0,0,0,0.0,0,1.5,1,1,0,0.43000000000000005,-4.66,1.0999999999999999,0.30000000000000004,0.7999999999999999,0.33000000000000007,0.51,0,2,0,0,0,0,0,3,1,1,-1.5,2
Sven Botman,,Newcastle Utd,,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,-0.5,-0.5,0.0,-0.5,-0.030000000000000006,-0.22,-0.25,-0.030000000000000006,-0.25,,0,0,0.0,-0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,53,60,-2.0,954,410,23,26,-3.700000000000003,24,25,0.3999999999999915,5,6,3.5999999999999943,0.0,0.0,0,1,0,0,58,2,1,0,0,0,0,0,0,0,0,0,1,1,0.0,1,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,1,1,1,0,0,1,1,50.0,0,0,0,0,0,1,2,0,64,14,41,24,0,0,64,0,0,0.0,0,0.0,43,190,64,0,0,0,0,43,0,0.0,0.0,1,0,0.0,0,-1.5,0,1,-1,-2.5,0.0,0.30000000000000027,0.9999999999999998,-0.7000000000000001,-1.1400000000000001,0.0,0,1,1,0,0,0,0,9,3,0,30.0,2
Jarrod Bowen,GK,West Ham,30.0,1,90,1.0,0,0,0,0,0,0,0,0,0.39999999999999997,0.39999999999999997,0.0,0.40000000000000013,2,0,0,-0.5,0.0,-0.5,-0.5,-0.5,0.07999999999999999,-0.23,-0.15000000000000002,0.07999999999999999,-0.15000000000000002,2023.0,2,2,20.8,-2.0,0.5,-0.04000000000000001,-0.6699999999999999,-0.6999999999999993,0,0.04,-0.4,-0.4,9,12,2.5,91,9,7,8,8.299999999999997,1,3,-15.700000000000003,0,0,0.0,0.10000000000000003,0.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,-0.5,3,0,0,0,0,1,1,0.5,0,0,0,0,0,1,1,1,0,0,1,0,0,0.0,0,1,0,1,0,1,1,0,24,1,7,7,10,4,24,0,0,0.0,0,0.0,13,64,31,1,0,8,2,16,0,0.0,0.0,1,0,0.0,0,1.0,3,1,2,1.0,0.0,1.7999999999999998,2.5,-0.6000000000000001,-0.20999999999999996,0.0,0,1,1,2,0,0,0,3,1,2,-3.799999999999997,2
Andre Brooks,,Sheffield Utd,,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,5,-3.200000000000003,41,19,4,5,-10.0,0,0,0.0,0,0,0.0,0.0,0.0,0,1,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,1,0,9,0,1,8,0,0,9,0,0,0.0,0,0.0,2,1,1,0,0,1,0,5,7,7.299999999999999,0.0,0,1,7.0,0,0.0,0,1,-1,-4.29,-4.7700000000000005,0.3,0.1,0.2,0.19999999999999996,0.1200000000000001,0,0,0,0,0,0,0,0,1,1,50.0,2
David Brooks,,Bournemouth,,0,15,0.19999999999999996,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,0,1,0.0,0.0,0.0,0.0,0.0,-0.03,0.29,0.26,-0.03,0.26,,0,0,0.0,-0.8200000000000003,-0.41000000000000014,0.0,0.0,0.0,0,0.0,0.0,0.0,9,10,5.599999999999994,122,47,7,7,3.5,1,1,1.5,1,2,5.0,0.2,-0.3,2,0,0,0,8,2,0,1,0,1,1,1,1,0,0,0,0,4,3.64,2,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,11,0,2,4,5,1,11,0,0,0.0,0,0.0,4,41,4,1,0,0,0,7,-29,-32.800000000000004,0.0,0,1,15.0,0,-0.5,0,0,0,0.20999999999999996,6.82,0.8999999999999999,0.09999999999999998,0.7,0.87,7.05,0,1,1,0,0,0,0,1,1,1,25.0,2
Jacob Brown,FW,Luton Town,29.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,2
Josh Brownhill,,Burnley,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,2
Jacob Bruun Larsen,MF,Burnley,25.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,2
Hugo Bueno,,Wolves,,0,5,0.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.19999999999999998,0,0,2,0.0,0.0,0.0,0.0,0.0,0.64,-0.15999999999999992,0.48,0.64,0.48,,2,0,0.0,7.780000000000001,0.0,0.0,0.0,-5.300000000000001,0,0.019999999999999997,-0.2,-0.2,6,6,5.799999999999997,77,10,4,4,4.200000000000003,2,2,8.299999999999997,0,0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7100000000000009,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,9,0,1,5,3,2,9,0,0,0.0,0,0.0,6,27,20,0,0,0,0,7,-4,-5.0,0.0,0,1,-4.0,0,0.0,0,0,0,0.0,1.0600000000000003,0.20000000000000007,0.0,0.2,0.51,0.5599999999999998,0,0,1,0,0,0,0,1,0,0,0.0,2
Dan Burn,MF,Newcastle Utd,23.0,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,-0.08,0.0,-0.08,-0.08,-0.08,2023.0,0,0,0.0,-0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,43,51,2.9000000000000057,667,283,24,26,0.5,18,20,5.700000000000003,1,4,-16.700000000000003,0.0,0.0,0,2,0,0,44,6,3,0,1,0,3,0,0,0,0,1,0,0,-0.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,1,1,0,0,3,0.0,3,1,1,0,1,3,0,0,54,5,25,24,6,0,54,0,0,0.0,0,0.0,33,179,109,0,0,0,0,34,0,0.0,0.0,1,0,0.0,0,-1.5,0,1,-1,-2.5,0.0,0.30000000000000027,0.9999999999999998,-0.7000000000000001,-1.1400000000000001,0.0,0,0,1,1,0,0,0,7,1,1,0.0,2
Tom Cairney,,Fulham,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-31.599999999999998,0.0,0,0,0.0,1,0.0,0,0,0,0.0,4.1899999999999995,0.0,0.0,0.0,0.0,3.6399999999999997,0,0,0,0,0,0,0,0,0,0,0.0,2
Diego Carlos,FW,Aston Villa,22.0,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.45,0.0,-0.45,-0.45,-0.45,2023.0,0,0,0.0,-3.34,-1.6600000000000001,0.0,0.0,0.0,0,0.0,0.0,0.0,23,26,-7.299999999999997,412,158,7,8,-7.099999999999994,16,17,-4.0,0,1,0.0,0.0,0.0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,2,0,0,0,0,0.0,0,1,1,0,0,2,2,0,31,5,19,12,0,0,31,1,0,0.0,1,100.0,24,134,56,0,0,0,0,24,0,0.0,0.0,0,1,0.0,0,1.5,1,0,1,5.0,1.4300000000000002,0.7,0.10000000000000009,0.6000000000000001,1.58,-0.51,0,0,0,0,0,0,0,3,1,0,0.0,2
Casemiro,,Manchester Utd,,1,90,1.0,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,5,2,0.0,0.0,0.0,0.0,0.0,0.2,-0.049999999999999996,0.15,0.2,0.15,,5,2,40.0,2.5,1.0,0.0,0.0,14.4,0,0.08,-0.4,-0.4,29,36,-0.20000000000000284,503,156,17,19,1.5,10,11,2.4000000000000057,2,5,-13.100000000000009,0.0,0.0,0,5,1,0,35,1,1,1,0,0,0,0,0,0,0,0,0,2,-0.5,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,3,2,1,1,1,1,3,14.3,2,1,0,1,1,4,2,0,53,5,16,22,16,4,53,1,0,0.0,1,100.0,27,95,56,0,0,1,0,34,0,0.0,0.0,1,0,0.0,0,-1.5,0,2,-2,-1.5,0.0,2.0999999999999996,1.7999999999999998,0.3,0.16999999999999998,0.0,0,2,1,1,0,0,0,4,3,0,33.400000000000006,2
Matty Cash,,Aston Villa,,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.10000000000000009,1,4,1,0.0,0.0,0.0,0.0,0.0,-0.39,0.06,-0.33,-0.39,-0.33,,0,0,0.0,-1.0699999999999998,-0.54,0.0,0.0,0.0,0,0.0,0.0,0.0,44,51,1.0,673,234,21,23,-2.0,20,20,8.900000000000006,2,7,-16.700000000000003,0.3,-0.1,1,1,2,1,47,4,0,0,0,1,4,0,0,0,0,0,0,1,-0.5599999999999998,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,5,2,3,0,0,3,0,63,2,16,36,12,0,63,5,1,-21.4,1,14.3,41,166,33,1,0,0,0,44,2,2.200000000000003,2.0,1,0,0.0,0,1.5,4,0,4,3.6500000000000004,3.650000000000002,2.9000000000000004,0.6000000000000001,2.3,1.88,1.88,0,0,2,0,0,0,0,4,2,1,66.7,2
Julio Cesar Enciso,DF,Brighton,27.0,1,66,0.8,0,2,2,0,0,0,1,0,0.2,0.2,0.7,0.9,5,0,4,0.0,2.61,2.61,0.0,2.61,0.26,0.96,1.22,0.26,1.22,2023.0,4,1,25.0,5.22,1.3,0.0,0.0,22.2,0,0.05,-0.2,-0.2,17,24,70.8,235,67,10,13,76.9,5,6,83.3,1,1,100.0,0.6,1.3,2,1,0,0,24,0,0,1,0,0,0,0,0,0,0,0,1,5,6.52,3,0,2,0,0,0,2,2.61,2,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,33,0,1,20,14,4,33,8,6,66.7,1,-77.8,28,241,132,3,3,1,0,28,32,35.0,66.0,0,0,0.0,0,0.0,4,1,3,-24.78,-24.33,1.9000000000000001,1.8,0.09999999999999998,-26.77,-26.439999999999998,0,0,3,1,0,0,0,2,0,0,0.0,2
Ben Chilwell,MF,Chelsea,20.0,1,60,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0.7000000000000001,0.9,2,2,4,0.0,-0.41000000000000003,-0.41000000000000003,0.0,-0.41000000000000003,0.07,0.26999999999999996,0.3500000000000001,0.07,0.3500000000000001,2023.0,2,0,-66.7,0.8,-0.41000000000000003,0.0,0.0,-1.5,0,-0.03,-0.2,-0.2,31,39,-1.0,409,151,21,21,3.4000000000000057,5,7,-4.599999999999994,3,5,16.700000000000003,0.49999999999999994,-0.7,2,0,1,1,35,4,0,0,0,5,1,3,3,0,0,0,1,2,0.3999999999999999,1,1,0,0,0,0,0,-0.41000000000000003,0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0,0,0,0,0,1,1,0,46,0,3,6,37,5,46,3,1,-10.0,1,20.0,25,88,27,0,0,1,1,28,-14,-16.10000000000001,-14.0,0,0,0.0,0,-0.5,1,2,-1,-0.6,2.3,2.1,0.8,1.2999999999999998,0.74,1.2499999999999998,0,1,0,0,0,0,0,4,2,0,25.0,2
Tahith Chong,,Luton Town,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,2
Ryan Christie,,Bournemouth,,1,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.02,-0.03,-0.01,-0.03,,0,0,0.0,-0.6600000000000001,-0.6600000000000001,0.0,0.0,0.0,0,0.0,0.0,0.0,10,15,-6.599999999999994,156,33,6,6,2.4000000000000057,3,6,-6.700000000000003,1,2,-25.0,0.0,0.0,0,1,0,0,13,1,1,0,0,1,0,0,0,0,0,1,0,1,0.04999999999999982,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,1,1,1,0,0,1,2,-25.0,1,2,1,1,2,3,1,0,23,4,6,14,3,0,23,0,0,0.0,0,0.0,8,53,34,0,0,0,1,12,-2,-2.200000000000003,-2.0,0,0,0.0,0,-0.5,1,3,-2,-0.7499999999999998,1.2700000000000005,0.2,2.9000000000000004,-2.6,-1.5,-1.4000000000000004,0,1,1,0,0,0,0,1,0,3,0.0,2
Carney Chukwuemeka,,Chelsea,,1,45,0.4999999999999999,1,0,1,1,0,0,1,0,0.1,0.1,0.1,0.2,1,0,5,0.72,0.0,0.72,0.72,0.72,0.08,0.09,0.16,0.08,0.16,,1,1,100.0,0.72,0.72,1.0,1.0,12.3,0,0.11,0.9,0.9,16,20,-3.4000000000000057,199,7,13,15,-2.1999999999999886,2,3,-5.700000000000003,1,1,0.0,0.0,-0.1,1,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,2,0.6299999999999999,1,0,1,0,0,0,2,1.44,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,25,0,2,5,18,6,25,2,1,20.0,1,-20.0,17,87,36,2,0,0,0,19,-17,-19.5,-17.0,0,0,0.0,0,-0.5,1,1,0,0.0,3.27,2.1,0.8,1.4,0.9500000000000001,1.8499999999999999,0,1,0,0,0,0,0,1,0,2,0.0,2
